full_text,Sentiment
"@peterfahren I am afraid, all orders come from the very top. This is the Hasina Awami Awami League, and am afraid you are very mistaken if you think otherwise",P
"''Fifty-four years later, the scenario of 1970 has been repeated. Then, the Bengali leader Mujibur Rehman was in jail in West Pakistan. Yet, in distant East Pakistan, his Awami League swept 160 of the 162 general seats.

Today, the PTI chief Mr Imran Khan is in Adiala jail. No",P
"Prime Minister #SheikhHasina on Tuesday urged the people to promote the dedicated souls who are selflessly serving society in different parts of the country. She handed over the prestigious ""#EkhusheyPadak"" to 21 eminent personalities today.
ðŸ‘‰https://t.co/SUimdD0A83 https://t.co/ndEQi7C9F0",P
"How people in millions rejected #BNP #Jamaat's anti-election #violence and rallied for #AwamiLeague.

#BNPJamaat's false alarm on public support for their undemocratic  demands laid to rest!

#Bangladesh #BangaldeshPolls #BNPViolence #BNPJamaatViolence #BoyCottBNP  @StateDept https://t.co/w4qpIbyDeV",P
"Prime Minister #SheikhHasina has dubbed the #AwamiLeague  government as pro-labour, saying it does everything for workers' welfare whenever it comes to power. ""Workersâ€™ wages are raised whenever the Awami League comes to power,"" she said at a discussion marking #MayDay
ðŸ‘‰ https://t.co/BK4pWZt0SF",P
"Hindu persecution continues in Bangladesh: Islamists led by local Awami League leader attack Hindus in Dhaka, 60 injured https://t.co/Tb7XDlQggZ",P
"Minority leaders decry reports of election-related violence and intimidation by BNP-Jamaat activists. 

They attributed this to reported attacks against minorities, intimidation tactics, and an #arson attack on a place of worship. These acts, they said, were part of a concerted https://t.co/hWj8gelRCJ",P
"Prime Minister #SheikhHasina's Information and Communication Technology (ICT) Advisor @SajeebWazed has greeted the countrymen on the occasion of Independence and National Day.
In a recent @facebook post, he paid respect to #Bangabandhu and valiat heroes of #LiberationWar1971.
ðŸ‘‰ https://t.co/CPP2QTlmTG",P
"#Bangladesh Foreign Minister @DrHasanMahmud62 on #Gaza issue, condemns #IsraeliGenocide",P
"President of India Droupadi Murmu said that #India attaches the highest priority to its friendship with #Bangladesh and is committed to realizing its full potential. She said both countries share a unique bond.
ðŸ‘‰https://t.co/GxvpansJDy
@rashtrapatibhvn
@ihcdhaka @BDMOFA https://t.co/aACWakAKql",P
"To realize the vision of building  a #SmartBangladesh by 2041 and an upper middle-income country by 2031, the #AwamiLeague goverment plans to substantially increase investments in transport and communications sectors. Expansion of #Metrorail, wider #rail and #roads network the https://t.co/Kog1651ze0",P
"Prime Minister #SheikhHasina has highlighted the remarkable progress of #Bangladesh towards becoming a #DigitalBangladesh, noting how this advancement has revolutionised the process of #Hajj pilgrimage for its citizens.
ðŸ‘‰ https://t.co/nWkiPSHd5r https://t.co/DLNbMrVkjQ",P
"The #JoyBanglaConcert 2024 which was held in Chattogram yesterday turned into a vibrant sea of youths. 
#JBCCTG #JBC2024 #JoyBangla #7thMarch 
ðŸ‘‰ https://t.co/dPOqpetCBz https://t.co/xeehU9g6qr",P
"Marking the historic #MayDay, HPM #SheikhHasina said the #AwamiLeague government is working to change the fate of the labourers. No one will be spared if he or she deprives of workers. PM asked the mills and factories owners to pay special attention to the labourersâ€™ welfare https://t.co/wmZ6pwUXcD",P
"Prime Minister #SheikhHasina today asked the authorities concerned to assess economic possibilities and benefit first before taking any development project. ""First, think how many people will be benefited before undertaking any development project"", she said during at Ganabhaban. https://t.co/Ds3EppaYBc",P
"HPM #SheikhHasina said that the #AwamiLeague government proved that a country can be taken forward with #political will and proper plans amid limited resources. She also said AL is the only obstacle on the way of the anti-liberation forces.
ðŸ‘‰ https://t.co/aBrnT1huX6
#26thMarch https://t.co/ioGtjNm38l",P
"HPM #SheikhHasina has reiterated her pledge to support #Palestine's endeavors in obtaining full membership in the @UN through advocacy in all forums and beyond. She made the remarks in a letter written to President of the State of #Palestine Mahmoud Abbas.  
ðŸ‘‰ https://t.co/fwljaPtfIO",P
"What is the difference for Bengali Hindus living on either sides of the border? Be it TMC or Awami League, both have more love for Rohingyas than Bengali Hindus.

Just a few days ago, a TMC supporting TV show host was promoting beef in Bangladesh despite being a Brahmin herself.",P
".@commonwealthsec Secretary-General Patricia Scotland @PScotlandCSG congratulated #SheikhHasina on her re-election as Prime Minister of Bangladesh.
In a congratulatory letter sent to the Prime Minister, Patricia said that she was encouraged by the vision that Sheikh Hasina https://t.co/Mm9dZoyXWJ",P
"Congratulating @DrHasanMahmud62 for his appointment as the Foreign Minister of Bangladesh,  the UK Foreign Minister @David_Cameron said the bilateral relationship between the UK and Bangladesh is â€œevolvingâ€ to modern economic, security and migration partnerships. https://t.co/qPpAK4SeHj",P
"HPM #SheikhHasina came down heavily on #USA for its action against students and teachers for protesting #Israeligenocide in #Palestine. ""The way police behaved with them raises the question about how much #humanrights are there"", she said.
ðŸ‘‰https://t.co/VOLys9Kmpp https://t.co/XgqUmdS7EW",P
"Foreign Minister Dr Hasan Mahmud said #Bangladesh wants to begin the repatriation of the #Rohingyas, noting that #Myanmar's internal conflict, which has always been there, cannot be an excuse for delaying the #Rohingyarepatriation.
ðŸ‘‰ https://t.co/KGKK6DNUo1 https://t.co/eTZklWcnGk",P
"Starting months before the polls, the #BNPJamaat-sponsored anti-democratic blockade campaign did not only contain street violence rather they even targeted minorities with threats to stop them from casting ballots, burning down of monastery coupled with a targeted attack on https://t.co/U5KZhaiysW",P
"How BNP Founder Dictator General Zia Strangled Pluralistic Democracy with a Farcical Referendum
---
Military dictators in any democracy are loathed and considered as the biggest abusers who put a democratic process in death kneel but @bdbnp78 kept on worshipping the countryâ€™s https://t.co/H6fmb2fHBe",P
"HPM #SheikhHasina said her government will receive the most beneficial proposal for the country and its people over implementing the #Teesta master plan project. ""We must accept the proposal which will be more beneficial for the people of our country,""
ðŸ‘‰https://t.co/qoxJdm4F8n https://t.co/wxTp5kRxXt",P
Prime Minister Sheikh Hasina today said that the #AwamiLeague government has reached the #healthcare services to people's doorstep. She was speaking at a meeting at Gonobhaban on the progress of #Bangladesh's healthcare. Her idea of #communityclinic has made healthcare more https://t.co/IvfS8HaAcp,P
"Prime Minister #SheikhHasina assured that there will be no problem with #electricity during #Taraweeh prayers and #Sehri time. If necessary, loadshedding can be done for two or three hours at a time of the day when the demand is low, PM suggested.
ðŸ‘‰https://t.co/qgug9Gokxi https://t.co/sCvXYxmWac",P
"4. And lets hear more from the Labour  members of parliament - who the UK Awami League helped in their election campaigns - in particular Tulip Siddiq MP (the niece of the leader of the Awami League/prime minister of Bangladesh), but a number of other MPs as well. 

Have you",P
"To ease the public movement during #Ramadan , The Dhaka #MetroRail will operate after 9 PM from 27th March. According to MRT officials, it will operate till 9:40pm for Motijheel and 9:20pm for Uttara from Wednesday. The metro will operate at 12-minute intervals during the https://t.co/Y9dk9RbVh6",P
"In its recent twice-yearly update, @WorldBank said that
#Bangladesh's economy has made a strong turnaround from the #Covid19 pandemic.  The report also said that  ðŸ‡§ðŸ‡©continues to face various challenges that are disrupting the post-pandemic recovery. 
ðŸ‘‰ https://t.co/pY5InTyJ9b https://t.co/2jjl5NrF6A",P
"@YSRCParty Add Democrats + Republicans + Conservatives + Labour Party + Bangla Awami League + Pakistan Peoples Party also. 

ðŸƒ @ysjagan.",P
"#Bangladesh is a dependable name in the efforts to protect peace and safety alongside establishing global peace. We are acknowledged by all and have become a role model on the global stage,""
- HPM #SheikhHasina at an event marking International Day of UN #Peacekeepers-2024 https://t.co/pwvBQNY7bR",P
"General Secretary of #AwamiLeague, @obaidulquader said that @bdbnp78 only depend on the foreign powers. 
He said #BNPJamaat are employing lobbyists spending a huge amount of money to carry out #propaganda against the country's interests and its people.
ðŸ‘‰https://t.co/FLC3ouN8kl https://t.co/AA6ArtwZEJ",P
"During the luncheon program hosted by @Thavisin in Bangkok, HPM #SheikhHasina said that ðŸ‡§ðŸ‡©-ðŸ‡¹ðŸ‡­ have the opportunity to strengthen cooperation in various fields incl. trade, #investment, #foodsecurity and #health. 
ðŸ‘‰https://t.co/xutDw30peE
@BDMOFA @MFAThai https://t.co/hckSAiuOh9",P
"#Bangladesh has undertaken several strategic initiatives to transform the nation into a #sustainable, #innovative, intelligent, and #knowledge-based '#SmartBangladesh' by 2041. These initiatives are designed to enhance the #ICT sector's contribution to the GDP, expand digital https://t.co/pqrPZvuDuV",P
"""I want uninfluenced, free, fair and neutral upazila elections. The winners of the election are welcomed. They will be winners whom people want. Awami League has come to power as the people wanted,""
- PM #SheikhHasina 
ðŸ‘‰https://t.co/QS3F88zqTc
#Bangladesh #AwamiLeague https://t.co/eczjMF6zCw",P
"Prime Minister #SheikhHasina said that the national budget for FY25 was designed with the current global situation in mind, aiming to progress conservatively while fulfilling people's fundamental rights.
ðŸ‘‰https://t.co/9z63q5B71Z
#Budget2025 #Bangladesh #AwamiLeague https://t.co/6PyWkmXrbY",P
"HPM #SheikhHasina has written to British Prime Minister Sir @Keir_Starmer congratulating  him on being elected as the Prime Minister of the UK. In her letter, PM said #AwamiLeague  government looks forward to working closely with the new @UKLabour government under the able https://t.co/ybuFBSb0f5",P
"Prime Minister #SheikhHasina said #AwamiLeague govt will ensure proper treatment for those who are injured due to the violence carried out by the terror duo @bdbnp78 and @BJI_Official cadres who took advantage of the #QuotaProtest in #Bangladesh. 
ðŸ‘‰https://t.co/ViGwOrydwX https://t.co/7fxLK5HCcO",P
"Environment and Climate Change Minister @saberhc said that the #AwamiLeague govt wants to convert country's waste into resources. With the help of foreign organisations, #Bangladesh will begin to treat waste and reduce import of fertilizers, he said.
ðŸ‘‰https://t.co/IdSnzDvfpK https://t.co/8pbEft5hti",P
"Awami League (AL) General Secretary Obaidul Quader said â€œPeople have no interest in the negative activities of BNP, rather they have one kind of hatred towards BNP. So, Â people rejected them again and again.""
ðŸ‘‰https://t.co/uMZubk0bpy
#BNP #BNPJamaat #BNPViolence #Bangladesh https://t.co/MyE5pGOIaK",P
"On the occasion of the #BuddhaPurnima, Prime Minister #SheikhHasina in separate messages greeted the members of the #Buddhist community as well as the countrymen. In her message, PM said, ""Our guarantees #equalrights to people of all #religions and #castes. We believe religion is https://t.co/TUfH4DDrc0",P
"President of Indonesia HE Joko Widodo (@Jokowi) has congratulated #SheikhHasina on her re-election as Prime Minister of #Bangladesh.
In the greeting letter, the President expressed his optimism to further bolster the ties between Bangladesh and Indonesia
ðŸ‘‰https://t.co/Ab8NTIQAcI https://t.co/2W1P7byMGD",P
"#RMG export to the #EuropeanUnion has reached US$ 13.92 bn from July-January of the Fiscal Year (FY) 2023-24, according to the Export Promotion Bureau (EPB).
With an increase of 1.32% compared to the same period of previous FY, the export to #Spain, #France, #Netherlands and https://t.co/fPBZXg6bpL",P
