full_text,Sentiment
#EidMubarak!  Eid greetings of Prime Minister #SheikhHasina on the occasion of Eid-ul-Fitr. https://t.co/PAeHfRxi2D,P
"India has been brazenly interfering with the democratic and voting rights of the people of Bangladesh since 2008. Even though the people did not vote, they kept their puppet Sheikh Hasina in power through the last 4 fake elections. The latest was this 7th January when 95% of https://t.co/y6nw2LS5aj",N
"I often contemplate what the political landscape of Bangladesh might have looked like if Tofayel Ahmed or Abdur Razzak and Saifur Rahman had been chosen as the heads/leaders of @albd1971 and @bdbnp78, respectively, instead of Sheikh Hasina and Khaleda Zia. 

As seasoned https://t.co/GPJxkLUdGp",O
"Bangladeshi Prime Minister Sheikh Hasina will be sworn in for a fifth term on Thursday after a landslide victory in an election boycotted by the opposition.

https://t.co/3a6CgZmXJu https://t.co/1uL69LI0Zf",O
"Prime Minister Sheikh Hasina said that #AwamiLeague government is mulling #electricity production fromÂ #hydrogen and ammonia alongside the production of #RenewableEnergy in theÂ 
country.Â  ""It is expected that it would be possible to use hydrogen energy on pilotÂ basis in the https://t.co/hFjuv8TPK7",P
"Big Breaking ðŸ‡§ðŸ‡©âš ï¸ 

Hindus are Arrested ðŸš¨ 

Sheikh Hasina arrested 10 Hindus. Because they stood against the attack on the Kali temple in Faridpur.

If Sheikh Hasina doesnâ€™t release them by tonight will have to face the consequences
 @albd1971 @DrSJaishankar 

#HindusUnderAttack https://t.co/NdOUxKqBWf",N
"@BartNijman PM Sheikh Hasina van Bangladesh overleefde 19 (!) moordaanslagen, PM Bhutto van Pakistan werd vermoord, PM Bouden Romdhane uit Tunesie is alweer ontslagen en zowel TourÃ© and Boye PM van Senegal werden gearresteerd maar Emine denkt Bart Nijman de les te moeten lezen.",O
"In an unusual move, Bangladesh Prime Minister Sheikh Hasina cut short her trip to Beijing this week and returned to Dhaka, indicating that the desired objective was not achieved from the visit.

Hasina may have been upset over China not fulfilling its promise of financial support",O
".@commonwealthsec Secretary-General Patricia Scotland @PScotlandCSG congratulated #SheikhHasina on her re-election as Prime Minister of Bangladesh.
In a congratulatory letter sent to the Prime Minister, Patricia said that she was encouraged by the vision that Sheikh Hasina https://t.co/Mm9dZoyXWJ",O
"Prime Minister #SheikhHasina said let's work together in the #BanglaNewYear-1431 to build a beautiful future forgetting past failures. 

""Assalamualaikum, the New Year has again come within us in round of the years. I wish you all the brothers and sisters stay at home and abroad https://t.co/WjmBRCIJmM",P
"In a letter to Honâ€™ble Prime Minister Sheikh Hasina, Prime Minister of India Shri Narendra Modi extended on behalf of the people and the Government of India, warm greetings to the people of Bangladesh on the auspicious occasion of Eid Al Fitr. https://t.co/G4aPsKUVRR",O
"Chief of Naval Staff Admiral Dinesh K Tripathi, on an official visit to Bangladesh, called on Bangladesh PM Sheikh Hasina on July 2.

During discussions, the PM of Bangladesh recalled &amp; appreciated India's contribution to Bangladeshâ€™s War of Liberation in 1971. 

CNS Admiral https://t.co/kTtSQwIGu3",O
"HFM Dr. Hasan Mahmud, MP called on the President of ðŸ‡®ðŸ‡³ Smt. Droupadi Murmu at Rashtrapati Bhaban today. HP of ðŸ‡®ðŸ‡³ congratulated HPM Sheikh Hasina for being one of the longest serving women Prime Ministers and forming the Govt. for an unprecedented 5th term. https://t.co/1ggNQifDuk",O
Prime Minister Sheikh Hasina today said that the #AwamiLeague government has reached the #healthcare services to people's doorstep. She was speaking at a meeting at Gonobhaban on the progress of #Bangladesh's healthcare. Her idea of #communityclinic has made healthcare more https://t.co/IvfS8HaAcp,P
"ð…ð‘ð€ðð‚ð„ ð“ð‡ð„ ðð„ð– ð„ðð€ðð‹ð„ð‘ ðŽð… ð…ð€ð’ð‚ðˆð’ðŒ?

Of course, India has propped up the authoritarian Sheikh Hasina regime in Bangladesh solely and selfishly for its own benefit, but there is another nation that has been sophisticatedly backing her up: France. https://t.co/EsKf26MS8j",N
"Bangladesh Prime Minister calls on Muslim countries to introduce common currency

Bangladeshi Prime Minister Sheikh Hasina has proposed that the G8 countries introduce a common currency similar to the euro to increase mutual trade.
 It would be very good if we Muslim countries https://t.co/pYm6MCeYFy",P
"Bangladesh PM Sheikh Hasina meets Vice President Jagdeep Dhankhar in Delhi

Read @ANI Story | https://t.co/HE09dnDKZ0
#BangladeshPM #SheikhHasina #VicePresident #Delhi #JagdeepDhankhar https://t.co/sAheEXSQb0",O
"As Sheikh Hasina reaches India to attend Narendra Modiâ€™s swearing-in ceremony, read why BJPâ€™s re-election is good for India-Bangladesh relations

(explains @salah_shoaib )

https://t.co/hSDIkcVaCL",O
"In the picture -

Awami League's media cell is very proud to say that Bangladesh is going to be India's fourth largest export market.

Sheikh Hasina's team is very happy to see India's exports increase instead of our own exports. Why? Because India blatantly favors them and https://t.co/h01lThVWL4",N
"Here are the highlights from PM @narendramodi's address at the joint press meet with Bangladesh PM Sheikh Hasina 

#SheikhHasina #PMModi https://t.co/sKeKcFpB7h",O
"We wish a very happy birthday to the architecht of #DigitalBangladesh, ICT advisor to HPM #SheikhHasina, the icon of #Bangladesh's youth @sajeebwazed. https://t.co/WJZAFqRBk2",O
"Countries that have endorsed the authoritarian regime in Bangladesh share responsibility for allowing such events to occur. I suspect that if this elderly Nobel laureate is arrested simply due to Sheikh Hasina's personal vendetta against him, there will likely be no",N
"People of Bangladesh have been barred from excercising their voting rights for the past 15 years.
Sheikh Hasina's fascist regime is going to hold another one-sided farcical election on 7 January. The civilised countries of the world including UN should speak against such farce! https://t.co/cYzuLgBd9l",N
How Generation Z brought down Sheikh Hasina is an indicator of how this generation is the most powerful actor on the world's stage! The architect of the new world order!,N
"Sheikh Hasina's #fascist regime is not paying any heed to calls made by many democratic nations &amp; organisations including #EU, #USA &amp; #UN.

These nations and organisations should put their best efforts to support the movement to secure #RightToVote of the people of #Bangladesh. https://t.co/65KIg8JS2P",N
"""End Detention &amp; Threats of Detention of Workers Protesting Minimum Wage in Bangladesh""  

@stevewonk President and CEO of @apparelfootwear writes to Sheikh Hasina. https://t.co/z3uc0MqgM4",N
.@albd1971 President and Prime Minister #SheikhHasina on Friday morning received treatment at the National Institute of Ophthalmology and Hospital in the city's Sher-e-Bangla Nagar. The premier went to the hospital in the morning and received treatment by purchasing a Tk https://t.co/GiQdaAW5J9,O
"""Had a wonderful meeting with India's Prime Minister Sheikh Hasina."" https://t.co/urwjfTZxhj",P
"Prime Minister #SheikhHasina has written to #British Prime Minister @Keir_Starmer and said her government looks forward to working closely with the new @UKLabour government under the able stewardship of Starmer in further strengthening the long-standing political, #economic, https://t.co/uMxP9fkP5O",O
"1785
ANALYSIS: Misleading

FACT: An image that features Congress leader Sonia Gandhi sitting next to Bangladesh PM Sheikh Hasina has been shared, claiming that it was taken during Dr Manmohan Singh's tenure when they visited Bangladesh. (1/3) https://t.co/bm1lMd72Ei",O
"Bangladesh Prime Minister #SheikhHasina was sworn in for a fifth term on January 11 after a landslide victory in an election boycotted by the opposition.
https://t.co/75DIheUMq8",P
"Hindu persecution is going on in #Bangladesh
On 10th January night, Islamists brutally murdered a Hindu youth named Badhulal Das(S/O- Mahalal Das) 

Badhulal was a resident of Vil- Helarkandi, Union- Bulla, Upazila- Habiganj-Lakhaiya of Bangladesh. 
And Sheikh Hasina is silent. https://t.co/slJoMQOisW",N
"Post-election violence by the ruling Awami League in Bangladesh -

There  is a strong perception in Bangladesh that most Hindus vote for Sheikh Hasina's party Awami League. At the same time it is also statistically true that Awami League is ahead in the possession of Hindu https://t.co/7x9DA2ndIo",N
"We all know that Bangladesh's dictator Sheikh Hasina  has been harassing 5 million opposition activists in about 150K cases  for last 15 years. In addition to that, to make the national election one-sided and opposition-free, she started harassing hundreds  of thousands of",N
"Prime Minister #SheikhHasina's message to the nation on #BengaliNewYear1431.

#Bangladesh #StayWithSheikhHasina
#HasinaForBangladesh #SmartBangladesh https://t.co/0hFq9vynHP",P
"Do you guys remember @FoysolChoudhury , the @ScotParl MP who did a paad-pranam (touched the feet to Sheikh Hasina to show respect) when they met two months earlier? 

Well, heâ€™s now endorsing Bangladeshâ€™s one-sided, sham election which saw less than 10% voter turnout as free, https://t.co/Fj1QwQ4oQa",N
"It was an honour to meet with the Prime  Minister of Bangladesh, Her Excellency Sheikh Hasina, in Dhaka. 

Iâ€™m truly inspired by women leaders. Sheik Hasinaâ€™s caring personality, her love for her country and decisive leadership on sustainable development is remarkable https://t.co/eHwh9xlrdC",P
"General elections are to be held in Bangladesh tomorrow.

It is very important for India that PM Sheikh Hasina's party remains in power in Bangladesh, it cannot take the risk that BNP, the opposition party of Bangladesh forms the next government. https://t.co/eB9Qat4rgY",N
"Is Opposing #DummyElection a Crime in a Democratic Nation?
Peaceful Pro-Democracy protest in Sylhet met with Police attacks and arrests while people Called for boycott of #DummyElection and resignation of Prime Minister Sheikh Hasina.
Video Source-@deshtvnews https://t.co/lN1REinTez",N
"Sheikh Hasina's imminent victory in Bangladesh polls a rare point of agreement between India, China 

https://t.co/xJ6xzLYRJd",P
"Apparently, ""orders"" have been passed on to all the staff to keep the turnout as low as possible!

PTI polling agents have also been removed in order to ensure ""free"" ballot box stuffing after 5 pm.

Our authorities are trying hard to outperform Sheikh Hasina of Bangladesh!",N
"Indian PM Modi and his Bangladeshi counterpart Sheikh Hasina hold bilateral talks in New Delhi

India to set up new embassy in Bangladesh

PM Modi announces e-visas for Bangladeshis

@eriknjoka brings you this report by @sidhant

Watch more: https://t.co/dm7SyC01cG https://t.co/aowEHTklp7",O
"Indian Navy chief Admiral Dinesh K Tripathi  has paid a courtesy call to Prime Minister #SheikhHasina yesterday at the Parliament. During the meeting, PM termed the #BDIndiaRelations as a model and example for others as both the countries have  resolved many problems through https://t.co/cAabo1yrHY",P
"Following our panel discussion on climate finance at #MSC2024, I was honoured to briefly interact with the Honourable Prime Minister of #Bangladesh, Sheikh Hasina.

Conveyed best wishes from His Excellency President Dr @MMuizzu. 

As climate vulnerable countries, and close https://t.co/BhIsKLeSSL",P
"Dictator Sheikh Hasina destroyed all the democratic institutions and voting system in Bangladesh long ago. But she continued the purchase of voting machines/equipments in full swing. Now these machines, bought at an unprecedented 11 times higher price than that of India, are https://t.co/3EQmwakSML",N
The @UN approval is a clear message that they do not care about  democracy in Bangladesh and have no respect for the democratic  aspirations of the majority people. The world knows that Sheikh Hasina's infamous dictatorship has already narrowed the  democratic space of political https://t.co/vc9DPNvy4D,N
"Prime Minister #SheikhHasina on Friday paid tributes and offered prayers at the Mausoleum of Father of the Nation #Bangabandhu #SheikhMujiburRahman at Tungipara in Gopalganj.

She paid homage by placing a floral wreath at Bangabandhu's grave in the morning. Then she joined a https://t.co/7XrxuDZZBP",P
.@albd1971 President and Prime Minister #SheikhHasina on Friday said the completion of #PadmaBridge construction with own funds has taken the nation to a dignified position in the world as it changed the mindset of the international community towards the country. â€œNow the people https://t.co/cT2rQrwRS0,P
"""Those who oppose India are enemies of the country (Bangladesh), enemies of the people, and agents of Pakistan. They should leave this country.""

- Sheikh Fazlul Karim Selim
Awami League leader and Sheikh Hasina's cousin",N
"Italian PM Giorgia Meloni congratulates Sheikh Hasina
#italianpm #pmhasina 
https://t.co/kgys6wg19S",O
"Sheikh Hasina sworn in as the Prime Minister of #Bangladesh for the fourth consecutive term â€“ the fifth overall.

Sheikh Hasina will serve as the 12th Prime Minister of Bangladesh. 

Read more: https://t.co/wmfMBJZMnC

@DhakaPrasar https://t.co/3VTxcmsG09",O
